,Phosphate rock,DAP,TSP,Urea ,Potassium chloride **,Aluminum,"Iron ore, cfr spot",Copper,Lead,Tin,Nickel,Zinc,Gold,Platinum,Silver
year,($/mt),($/mt),($/mt),($/mt),($/mt),($/mt),($/dmtu),($/mt),($/mt),($/mt),($/mt),($/mt),($/troy oz),($/troy oz),($/troy oz)
1960M01,13,...,53,42.25,28.5,511.4718323,11.42,715.4,206.1,2180.4,1631,260.8,35.27,83.5,0.9137
1960M02,13,...,53,42.25,28.5,511.4718323,11.42,728.19,203.7,2180.4,1631,244.9,35.27,83.5,0.9137
1960M03,13,...,53,42.25,28.5,511.4718323,11.42,684.94,210.3,2173.8,1631,248.7,35.27,83.5,0.9137
1960M04,13,...,53,42.25,28.5,511.4718323,11.42,723.11,213.6,2178.2,1631,254.6,35.27,83.5,0.9137
1960M05,13,...,53,42.25,28.5,511.4718323,11.42,684.75,213.4,2162.7,1631,253.8,35.27,83.5,0.9137
1960M06,13,...,53,42.25,28.5,511.4718323,11.42,691.59,202.4,2184.8,1631,249.8,35.27,83.5,0.9137
1960M07,13,...,53,42.25,28.5,511.4718323,11.42,702.39,196.2,2248.7,1631,248.7,35.27,83.5,0.9137
1960M08,13,...,53,42.25,28.5,511.4718323,11.42,675.94,195.3,2204.6,1631,241,35.27,83.5,0.9137
1960M09,13,...,53,42.25,28.5,511.4718323,11.42,647.06,192.7,2226.7,1631,240.1,35.27,83.5,0.9137
1960M10,13,...,53,42.25,28.5,511.4718323,11.42,612.66,185.2,2226.7,1631,242.3,35.27,83.5,0.9137
1960M11,13,...,53,42.25,28.5,511.4718323,11.42,642.13,188.1,2204.6,1631,241.4,35.27,83.5,0.9137
1960M12,13,...,53,42.25,28.5,511.4718323,11.42,636.91,179.2,2189.2,1631,228.2,35.27,83.5,0.9137
1961M01,13,...,52,42.25,30,511.4718323,11.02,606.71,175.9,2162.7,1711,218,35.25,83.5,0.9137
1961M02,13,...,52,42.25,30,511.4718323,11.02,616.63,179.9,2187,1711,228.2,35.25,83.5,0.9137
1961M03,13,...,52,42.25,30,511.4718323,11.02,621.26,181.7,2248.7,1711,233.2,35.25,83.5,0.9137
1961M04,13,...,52,42.25,30,511.4718323,11.02,631.84,185,2308.2,1711,231.3,35.25,83.5,0.9137
1961M05,13,...,52,42.25,30,511.4718323,11.02,668.44,183.6,2376.6,1711,227.1,35.25,83.5,0.9137
1961M06,13,...,52,42.25,30,511.4718323,11.02,652.12,178.4,2467,1711,217.8,35.25,83.5,0.9137
1961M07,13,...,52,42.25,30,511.4718323,11.02,633.39,178.8,2519.9,1711,214.7,35.25,83.5,0.9137
1961M08,13,...,52,42.25,30,511.4718323,11.02,636.47,178.4,2605.9,1711,210.8,35.25,83.5,0.9137
1961M09,13,...,52,42.25,30,511.4718323,11.02,632.72,176.4,2630.1,1711,203.7,35.25,83.5,0.9137
1961M10,13,...,52,42.25,30,511.4718323,11.02,630.3,172.5,2605.9,1711,198.2,35.25,83.5,0.9137
1961M11,13,...,52,42.25,30,511.4718323,11.02,632.28,166.4,2667.6,1711,191.8,35.25,83.5,0.9231
1961M12,13,...,52,42.25,30,511.4718323,11.02,634.85,166.7,2619.1,1711,196.9,35.25,83.5,1.0332
1962M01,11.5,...,51,42.25,30,511.4718323,11.01,635.37,162.9,2610.3,1761,193.6,35.23,83.5,1.0428
1962M02,11.5,...,51,42.25,30,504.8579712,11.01,647.94,161.9,2623.5,1761,189.6,35.23,83.5,1.0247
1962M03,11.5,...,51,42.25,30,496.0394897,11.01,647.5,167.1,2652.2,1761,191.4,35.23,83.5,1.015
1962M04,11.5,...,51,42.25,30,496.0394897,11.01,645.95,166.7,2614.7,1761,191.4,35.23,83.5,1.015
1962M05,11.5,...,51,42.25,30,496.0394897,11.01,645.73,164.9,2533.1,1761,188.5,35.23,83.5,1.015
1962M06,11.5,...,51,42.25,30,496.0394897,11.01,645.51,159,2414.1,1761,184.7,35.23,83.5,1.0227
1962M07,11.5,...,51,42.25,30,496.0394897,11.01,645.51,148.4,2376.6,1761,182.1,35.23,83.5,1.0355
1962M08,11.5,...,51,42.25,30,496.0394897,11.01,645.51,140.7,2350.1,1761,178.1,35.23,83.5,1.083
1962M09,11.5,...,51,42.25,30,496.0394897,11.01,645.51,143.1,2350.1,1761,176.6,35.23,83.5,1.1546
1962M10,11.5,...,51,42.25,30,496.0394897,11.01,645.95,146.2,2358.9,1761,181.9,35.23,83.5,1.206
1962M11,11.5,...,51,42.25,30,496.0394897,11.01,645.51,149.7,2407.4,1761,188.5,35.23,83.5,1.1917
1962M12,11.5,...,51,42.25,30,496.0394897,11.01,645.73,152.8,2365.6,1761,184.7,35.23,83.5,1.1987
1963M01,11.5,...,52,42.25,30,496.0394897,11.02,645.51,149.4,2350.1,1741,186.3,35.09,83.5,1.2438
1963M02,11.5,...,52,42.25,30,496.0394897,11.02,645.51,150.6,2350.1,1742,191.6,35.09,83.5,1.2564
1963M03,11.5,...,52,42.25,30,496.0394897,11.02,645.51,153.7,2358.9,1742,197.5,35.09,83.5,1.2714
1963M04,11.5,...,52,42.25,30,496.0394897,11.02,645.73,159.4,2427.3,1741,204.4,35.09,78.5,1.2729
1963M05,11.5,...,52,42.25,30,496.0394897,11.02,645.51,167.1,2495.6,1742,209.4,35.09,78.5,1.2787
1963M06,11.5,...,52,42.25,30,496.0394897,11.02,645.73,179,2500,1742,209.2,35.09,78.5,1.2768
1963M07,11.5,...,52,42.25,30,496.0394897,11.02,645.51,179.5,2482.4,1741,204.8,35.09,78.5,1.2899
1963M08,11.5,...,52,42.25,30,496.0394897,11.02,645.51,184.7,2495.6,1742,210.3,35.09,78.95,1.2878
1963M09,11.5,...,52,42.25,30,496.0394897,11.02,645.51,187,2572.8,1742,211.2,35.09,80.75,1.2926
1963M10,11.5,...,52,42.25,30,507.0625916,11.02,645.51,192,2590.4,1741,220.9,35.09,80.5,1.293
1963M11,11.5,...,52,42.25,30,507.0625916,11.02,645.73,190.5,2687.4,1742,231.5,35.09,82.97,1.293
1963M12,11.5,...,52,42.25,30,507.0625916,11.02,650.14,204.8,2782.2,1742,261,35.09,83.5,1.293
1964M01,12.5,...,53,60.5,32.5,507.0625916,10.24,655.65,217.6,2872.6,1741,264.1,35.1,88.27,1.293
1964M02,12.5,...,53,60.5,32.5,507.0625916,10.24,693.79,223.1,3060,1742,270.5,35.1,88.5,1.293
1964M03,12.5,...,53,60.5,32.5,524.6994629,10.24,745.16,223.8,2958.6,1742,277.1,35.1,88.5,1.293
1964M04,12.5,...,53,60.5,32.5,529.1088867,10.24,861.56,226.8,2879.2,1741,298.7,35.1,88.5,1.293
1964M05,12.5,...,53,60.5,32.5,529.1088867,10.24,828.28,243.8,2910.1,1742,343,35.1,88.5,1.293
1964M06,12.5,...,53,60.5,32.5,529.1088867,10.24,808.43,246.3,3265,1742,357.1,35.1,88.5,1.293
1964M07,12.5,...,53,60.5,32.5,529.1088867,10.24,854.95,270.9,3452.4,1741,385.1,35.1,88.5,1.293
1964M08,12.5,...,53,60.5,32.5,529.1088867,10.24,999.33,300.9,3512,1742,345.2,35.1,88.5,1.293
1964M09,12.5,...,53,60.5,32.5,529.1088867,10.24,1162.05,300.9,3933,1742,355.1,35.1,88.5,1.293
1964M10,12.5,...,53,60.5,32.5,529.1088867,10.24,1358.27,331.8,4371.8,1741,334.4,35.1,88.5,1.293
1964M11,12.5,...,53,60.5,32.5,529.1088867,10.24,1400.37,365.1,4105,1742,344.6,35.1,88.5,1.293
1964M12,12.5,...,53,60.5,32.5,540.1318359,10.24,1269.2,383.6,3633.2,1742,343,35.1,88.5,1.293
1965M01,14,...,54,65.75,29.5,540.1318359,10.24,1000.68,347.9,3456.8,1735,322.3,35.12,93,1.293
1965M02,14,...,54,65.75,29.5,540.1318359,10.24,1179.91,389.6,3390.7,1735,320.3,35.12,98.5,1.293
1965M03,14,...,54,65.75,29.5,540.1318359,10.24,1237.23,395.3,3584.7,1735,315.9,35.12,98.5,1.293
1965M04,14,...,54,65.75,29.5,540.1318359,10.24,1348.34,353,3944.1,1735,315.9,35.12,98.5,1.293
1965M05,14,...,54,65.75,29.5,540.1318359,15.3,1378.55,302,4215.2,1735,323.4,35.12,98.5,1.293
1965M06,14,...,54,65.75,29.5,540.1318359,10.24,1308.88,278.7,4131.5,1735,314.4,35.12,98.5,1.293
1965M07,14,...,54,65.75,29.5,540.1318359,10.24,1134.06,271.6,3966.1,1735,310.4,35.12,98.5,1.293
1965M08,14,...,54,65.75,29.5,540.1318359,10.24,1209.9,272,4091.8,1735,303.6,35.12,98.5,1.293
1965M09,14,...,54,65.75,29.5,540.1318359,10.24,1327.84,289.2,4208.6,1735,299.6,35.12,98.5,1.293
1965M10,14,...,54,65.75,29.5,540.1318359,10.24,1401.92,306.9,4010.2,1735,307.8,35.12,98.5,1.293
1965M11,14,...,54,65.75,29.5,540.1318359,10.24,1469.16,299.2,3820.6,1735,298.7,35.12,98.5,1.293
1965M12,14,...,54,65.75,29.5,540.1318359,10.24,1517.66,300.7,3869.1,1735,302.7,35.12,98.5,1.293
1966M01,13,...,50,59.25,27.5,540.1318359,9.52,1679.04,301.2,3926.4,1739,302.7,35.13,98.5,1.293
1966M02,13,...,50,59.25,27.5,540.1318359,9.52,1874.37,291.5,3877.9,1739,299.8,35.13,98.5,1.293
1966M03,13,...,50,59.25,27.5,540.1318359,9.52,1874.81,292.8,3772.1,1739,300.7,35.13,99.65,1.293
1966M04,13,...,50,59.25,27.5,540.1318359,9.52,1907.44,280.4,3763.3,1739,278.7,35.13,100,1.293
1966M05,13,...,50,59.25,27.5,540.1318359,9.52,1663.61,261.9,3688.3,1739,270,35.13,100,1.293
1966M06,13,...,50,59.25,27.5,540.1318359,9.52,1695.79,259.3,3516.4,1739,272.1,35.13,100,1.293
1966M07,13,...,50,59.25,27.5,540.1318359,9.52,1567.93,263.4,3514.2,1739,264.6,35.13,100,1.293
1966M08,13,...,50,59.25,27.5,540.1318359,9.52,1195.34,242.5,3428.2,1739,264.6,35.13,100,1.293
1966M09,13,...,50,59.25,27.5,540.1318359,9.52,1128.32,254.2,3377.5,1739,270.5,35.13,100,1.293
1966M10,13,...,50,59.25,27.5,540.1318359,9.52,1275.37,233.7,3362,1739,276,35.13,100,1.293
1966M11,13,...,50,59.25,27.5,540.1318359,9.52,1301.61,222.7,3320.2,1739,288.1,35.13,100,1.293
1966M12,13,...,50,59.25,27.5,540.1318359,9.52,1214.53,224.2,3335.6,1739,285.5,35.13,100,1.293
1967M01,12,68.5,46.5,49.25,25.5,540.1318359,8.86,1243.85,220.2,3302.5,1935.7,279.5,34.95,102.93,1.293
1967M02,12,68.5,46.5,49.25,25.5,540.1318359,8.86,1220.48,221.8,3309.1,1935.7,282.2,34.95,110.5,1.293
1967M03,12,68.5,46.5,49.25,25.5,540.1318359,8.86,1098.34,228.4,3318,1935.7,279.3,34.95,110.5,1.293
1967M04,12,68.5,46.5,49.25,25.5,540.1318359,8.86,994.72,226.6,3351,1935.7,272.1,34.95,110.5,1.293
1967M05,12,68.5,46.5,49.25,25.5,540.1318359,8.86,1036.17,226.2,3357.6,1935.7,275.1,34.95,110.5,1.2959
1967M06,12,68.5,46.5,49.25,25.5,540.1318359,8.86,1015.22,228.2,3366.5,1935.7,274.3,34.95,110.5,1.301
1967M07,12,68.5,43.5,49.25,25.5,540.1318359,8.86,997.37,231.3,3362,1935.7,267.2,34.95,110.5,1.5929
1967M08,12,68.5,43.5,49.25,25.5,540.1318359,8.86,1044.55,232.3,3291.5,1935.7,268.7,34.95,110.5,1.7498
1967M09,12,68.5,43.5,49.25,25.5,540.1318359,8.86,1060.2,226.9,3267.2,1935.7,264.6,34.95,110.5,1.6795
1967M10,12,68.5,43.5,49.25,25.5,540.1318359,8.86,1138.47,225.7,3280.5,1935.7,263.9,34.95,110.5,1.7859
1967M11,12,68.5,43.5,49.25,25.5,540.1318359,8.86,1443.81,242.1,3298.1,1935.7,287,34.95,110.5,1.9532
1967M12,12,68.5,43.5,49.25,25.5,540.1318359,8.86,1324.09,222.4,3192.3,1935.7,266.1,34.95,115.05,2.06
1968M01,11.5,60.5,39,35.5,24,540.1318359,8.77,1408.75,218,3126.2,2074.5,262.8,35.5,114,1.9899
1968M02,11.5,60.5,39,35.5,24,540.1318359,8.77,1719.82,227.5,3110.7,2074.5,259.7,36,111.5,1.8547
1968M03,11.5,60.5,39,35.5,24,540.1318359,8.77,1701.08,233.9,3112.9,2074.5,257.5,37,111.5,2.1805
1968M04,11.5,60.5,39,35.5,24,540.1318359,8.77,1255.09,235,3106.3,2074.5,258.2,37.86,111.5,2.2028
1968M05,11.5,60.5,39,35.5,24,540.1318359,8.77,1096.58,237.7,3084.3,2074.5,261.5,40.7,111.5,2.3768
1968M06,11.5,60.5,39,35.5,24,562.1779785,8.77,1136.7,238.5,3084.3,2074.5,262.1,41.14,111.5,2.4641
1968M07,11.5,60.5,36,35.5,24,562.1779785,8.77,1054.25,247.1,3075.4,2074.5,265.7,39.46,122.5,2.3138
1968M08,11.5,60.5,36,35.5,24,562.1779785,8.77,1056.45,250.2,3062.2,2074.5,269,39.19,122.5,2.1946
1968M09,11.5,60.5,36,35.5,24,562.1779785,8.77,1110.03,251.5,3071,2074.5,263,40.18,122.5,2.2085
1968M10,11.5,60.5,36,35.5,24,562.1779785,8.77,1079.82,247.8,3110.7,2074.5,262.1,39.21,122.5,1.9728
1968M11,11.5,60.5,36,35.5,24,562.1779785,8.77,1099.88,248.5,3320.2,2074.5,264.1,39.78,122.5,2.0178
1968M12,11.5,60.5,36,35.5,24,562.1779785,8.77,1184.98,250.2,3258.4,2074.5,269,41.08,122.5,1.9593
1969M01,11.25,58,38.5,26.6,22,573.2011719,9.84,1255.53,254.2,3227.6,2363.4,269.4,42.3,122.5,1.9789
1969M02,11.25,58,38.5,26.6,22,584.2243652,9.84,1285.29,258.4,3245.2,2363.4,267.4,42.6,122.5,1.8397
1969M03,11.25,58,38.5,26.6,22,584.2243652,9.84,1278.46,261.2,3243,2363.4,271.6,43.16,122.5,1.8257
1969M04,11.25,58,38.5,26.6,22,584.2243652,9.84,1388.03,268.3,3304.7,2363.4,272.7,43.31,122.5,1.7781
1969M05,11.25,58,38.5,26.6,22,584.2243652,9.84,1392.44,278.2,3355.4,2363.4,278.9,43.46,122.5,1.761
1969M06,11.25,58,38.5,26.6,22,584.2243652,9.84,1483.04,285.5,3379.7,2363.4,281.3,41.44,122.5,1.6455
1969M07,11.25,58,40,26.6,22,584.2243652,9.84,1453.95,311.1,3439.2,2363.4,283.7,41.76,122.5,1.6183
1969M08,11.25,58,40,26.6,22,584.2243652,9.84,1606.73,315.9,3470.1,2363.4,293.9,41.09,122.5,1.6526
1969M09,11.25,58,40,26.6,22,584.2243652,9.84,1578.95,302.5,3470.1,2363.4,299.4,40.87,122.5,1.7855
1969M10,11.25,58,40,26.6,22,601.8613281,9.84,1554.48,293.7,3534,2363.4,298.9,40.44,122.75,1.8725
1969M11,11.25,58,40,26.6,22,606.2705078,9.84,1631.42,315.7,3642,2363.4,309.5,37.4,132.5,1.9231
1969M12,11.25,58,40,26.6,22,606.2705078,9.84,1699.76,334,3818.4,2363.4,310.2,35.17,132.5,1.8071
1970M01,11,54,44,18.25,31.5,606.2705078,9.84,1626.3,324.7,3842.7,2846.2,302.4,34.94,132.5,1.8765
1970M02,11,54,44,18.25,31.5,606.2705078,9.84,1657.2,341,3767.7,2846.2,298,34.99,132.5,1.8958
1970M03,11,54,44,18.25,31.5,606.2705078,9.84,1754,335.5,3796.4,2846.2,296,35.09,132.5,1.8885
1970M04,11,54,44,18.25,31.5,612.8842773,9.84,1741.6,321.2,3849.3,2846.2,293.4,35.62,132.5,1.8529
1970M05,11,54,44,18.25,31.5,617.2937012,9.84,1597.9,291.6,3736.8,2846.2,291.7,35.95,132.5,1.67
1970M06,11,54,44,18.25,31.5,617.2937012,9.84,1458,308.2,3542.8,2846.2,293.2,35.42,132.5,1.6394
1970M07,11,54,41,18.25,31.5,617.2937012,9.84,1366.6,300.7,3498.7,2846.2,298.1,35.32,132.5,1.6866
1970M08,11,54,41,18.25,31.5,617.2937012,9.84,1266.5,285.4,3620,2846.2,298.1,35.38,132.5,1.7977
1970M09,11,54,41,18.25,31.5,617.2937012,9.84,1246.9,284.8,3646.4,2846.2,300,36.19,132.5,1.8016
1970M10,11,54,41,18.25,31.5,617.2937012,9.84,1142.4,285.2,3668.5,2846.2,296.5,37.52,132.5,1.7458
1970M11,11,54,41,18.25,31.5,617.2937012,9.84,1085.3,279.9,3615.6,2846.2,293.2,37.44,132.5,1.7604
1970M12,11,54,41,18.25,31.5,617.2937012,9.84,1045.7,276.7,3496.5,2846.2,289.2,37.44,132.5,1.6348
1971M01,11.25,57.5,40,16,32.5,617.2937012,10.33,1010,262.5,3465.7,2932.1,284.6,37.88,129,1.6396
1971M02,11.25,57.5,40,16,32.5,617.2937012,10.33,1020.2,266.1,3463.5,2932.1,272.1,38.74,122.5,1.6003
1971M03,11.25,57.5,40,16,32.5,617.2937012,10.33,1144.1,267.4,3527.4,2932.1,283.7,38.87,122.5,1.669
1971M04,11.25,57.5,40,16,32.5,617.2937012,10.33,1251.5,268,3562.7,2932.1,283.5,39.01,122.5,1.726
1971M05,11.25,57.5,40,16,32.5,617.2937012,10.33,1114.4,264.5,3520.8,2932.1,287.7,40.52,122.5,1.6667
1971M06,11.25,57.5,40,16,32.5,617.2937012,10.33,1074.2,273.3,3448,2932.1,308.6,40.1,122.5,1.6081
1971M07,11.25,66,46.5,16,32.5,617.2937012,10.33,1115.3,261.9,3456.8,2932.1,317.6,40.95,122.5,1.5808
1971M08,11.25,66,46.5,16,32.5,628.3166504,10.33,1097.9,258.3,3478.9,2932.1,322.5,42.71,122.5,1.5866
1971M09,11.25,66,46.5,16,32.5,639.3398438,10.33,1056.4,239.2,3525.2,2932.1,311.2,42.03,122.5,1.4214
1971M10,11.25,66,46.5,16,32.5,639.3398438,10.33,1041.2,229.5,3489.9,2932.1,336.6,42.5,122.5,1.3358
1971M11,11.25,66,46.5,16,32.5,641.5444336,10.33,1013.9,221.8,3534,2932.1,344.4,42.86,122.5,1.3199
1971M12,11.25,66,46.5,16,32.5,665.795166,10.33,1037.9,231,3670.7,2932.1,358.9,43.48,122.5,1.3935
1972M01,11.5,83,60,29.25,33.5,670.2045898,10.33,1078,251.9,3626.6,3079.9,379.8,45.75,122.5,1.4731
1972M02,11.5,83,60,29.25,33.5,670.2045898,10.33,1112.4,294.3,3631,3079.9,389.7,48.26,122.5,1.5036
1972M03,11.5,83,60,29.25,33.5,670.2045898,10.33,1108.2,320.5,3789.7,3079.9,397.4,48.33,122.5,1.5364
1972M04,11.5,83,60,29.25,33.5,670.2045898,10.33,1133,315.9,3844.9,3079.9,395,49.03,122.5,1.572
1972M05,11.5,83,60,29.25,33.5,599.6567383,10.33,1106.4,317.9,3765.5,3079.9,386.2,54.62,122.5,1.583
1972M06,11.5,83,60,29.25,33.5,566.5874023,10.33,1063.2,311.9,3741.2,3079.9,371,62.09,122.5,1.569
1972M07,11.5,99,75,29.25,33.5,537.9272461,10.33,1034.6,303.7,3732.4,3079.9,363.7,65.66,128,1.7358
1972M08,11.5,99,75,29.25,33.5,540.1318359,10.33,1046.7,297.8,3754.5,3079.9,363.5,67.03,132.5,1.8461
1972M09,11.5,99,75,29.25,33.5,537.9272461,10.33,1060.6,302.4,3803,3079.9,368.4,65.46,132.5,1.7767
1972M10,11.5,99,75,29.25,33.5,537.9272461,10.33,917.5,297.2,3758.9,3079.9,363.7,64.86,132.5,1.8106
1972M11,11.5,99,75,29.25,33.5,540.1318359,10.33,1007.1,298,3701.6,3079.9,378.9,62.91,132.5,1.8325
1972M12,11.5,99,75,29.25,33.5,540.1318359,10.33,1024.4,308.4,3730.2,3079.9,375,63.91,132.5,1.976
1973M01,13.75,105,84,64.75,42.5,542.3364258,10.33,1119,318.3,3789.7,3373.1,387,65.14,132.5,2.0166
1973M02,13.75,105,84,64.75,42.5,557.7687988,10.33,1243.6,339.9,4027.8,3373.1,422,74.2,141.97,2.2362
1973M03,13.75,105,84,64.75,42.5,570.996582,10.33,1509.5,372.1,4288,3373.1,474,84.37,152.5,2.3092
1973M04,13.75,105,84,64.75,42.5,570.996582,10.33,1588.4,387.1,4270.3,3373.1,513,90.5,152.5,2.2072
1973M05,13.75,105,84,64.75,42.5,582.0197754,10.33,1552.2,396.4,4347.5,3373.1,549,101.96,152.5,2.4012
1973M06,13.75,105,84,64.75,42.5,601.8613281,10.33,1748.7,425.3,4530.5,3373.1,656,120.12,152.5,2.6209
1973M07,13.75,132.5,115,64.75,42.5,634.9306641,10.33,2021.2,469.8,4962.6,3373.1,842,120.17,152.5,2.7056
1973M08,13.75,132.5,115,64.75,42.5,619.498291,10.33,2123,447.5,5004.5,3373.1,914,106.76,152.5,2.6365
1973M09,13.75,132.5,115,64.75,42.5,604.065918,10.33,1936.1,444.7,5011.1,3373.1,976,102.97,155.24,2.6751
1973M10,13.75,132.5,115,64.75,42.5,621.7028809,10.33,2065.3,471.6,5359.4,3373.1,1163,100.08,160.5,2.8856
1973M11,13.75,132.5,115,64.75,42.5,650.362793,10.33,2273,490,5573.3,3373.1,1625,94.92,160.5,2.8599
1973M12,13.75,132.5,115,64.75,42.5,632.7258301,10.33,2244.3,593.5,6461.7,3373.1,1623,106.72,160.5,3.1367
1974M01,42,215,180,285.75,53,604.065918,13.38,2032.4,565.7,6503.6,3571.5,1330,129.19,162.68,3.63695
1974M02,42,232.5,220,285.75,55,619.498291,13.38,2291.7,649.2,7418.5,3571.5,1516,150.13,172.5,5.35895
1974M03,42,262.5,242,285.75,55,687.8415527,13.38,2743.4,708.3,8218.8,3571.5,1630,168.42,172.5,5.32552
1974M04,42,293.8,281,285.75,55,751.7753906,13.38,3031.8,702,9206.5,3571.5,1743,172.24,172.5,5.03595
1974M05,42,301.3,294,285.75,55,765.0031738,13.38,2875.7,668.7,9305.7,3571.5,1782,163.27,174.55,5.43182
1974M06,63,339.5,336,285.75,57,756.1845703,13.38,2440,570.1,9041.1,3571.5,1410,154.1,195,4.8961
1974M07,63,358.1,341,285.75,58,760.5939941,13.38,1919.1,548.5,8547.3,4079,1097,142.98,195,4.41545
1974M08,63,365,337,285.75,62,848.7788086,13.38,1802.9,549.6,8787.6,4079,1066,154.64,195,4.43136
1974M09,63,405,361,285.75,66,837.7556152,13.38,1460.5,539.3,9166.8,4079,911,151.75,195,4.04875
1974M10,63,405,355,285.75,70,844.3693848,13.38,1398.8,537.3,7409.7,4079,825,158.78,195,4.82977
1974M11,65,405,355,285.75,70,842.1647949,13.38,1416.7,534.2,7403.1,4079,794,181.66,195,4.69389
1974M12,64.25,408.75,341,285.75,70,859.8017578,13.38,1289,534.2,7202.5,4079,771,183.78,195,4.39125
1975M01,68,396,335,168,70,895.0756836,17.3,1211.2,538.4,7676.5,4431,799,176.27,195,4.1925
1975M02,68,383,320,168,70,908.3034668,17.3,1266.5,541.2,7557.4,4431,794,179.6,180.53,4.37
1975M03,68,363,297,168,88,917.1218262,17.3,1344.2,542.8,7383.3,4431,803,178.16,175,4.3315
1975M04,68,307,249,168,88,897.2802734,17.3,1329.2,479.5,7129.7,4431,783,169.84,163.06,4.20918
1975M05,68,242,206,168,89,903.8942871,17.3,1253.8,356.9,6898.3,4431,747,167.39,160,4.5381
1975M06,68,194,172,168,88,903.8942871,17.3,1193,353.4,6926.9,4431,751,164.24,160,4.48914
1975M07,68,181,158,168,85,864.2109375,17.3,1222.4,359.3,6810.1,4431,707,165.17,162.73,4.70455
1975M08,68,185,158,168,85,837.7556152,17.3,1277.1,383.6,6774.8,4431,737,163,175,4.9251
1975M09,68,192,158,168,84,826.7324219,17.3,1210.1,370,6558.7,4852,724,144.17,175,4.51595
1975M10,68,162,131,168,78,815.7094727,17.3,1178.8,344.6,6347.1,4852,706,142.79,172.17,4.32886
1975M11,68,150,123,168,76,813.5048828,17.3,1179.7,337.3,6281,4852,705,142.42,160,4.33244
1975M12,58,155,123,168,75,837.7556152,17.3,1151,333.1,6175.1,4852,686,139.3,160,4.08486
1976M01,40,130,105,82,70,853.1879883,22.72,1193,337,6241.3,4850,692,131.05,160,4.06265
1976M02,40,125,98,82,56,850.9833984,22.72,1219,348,6508,4850,690,131.06,160,4.08642
1976M03,35,126,98,82,56,815.7094727,22.72,1329,384,6902.7,4850,728,132.76,160,4.18913
1976M04,35,113,90,82,55,820.1186523,22.72,1510,454,7123.1,4850,789,127.94,160,4.35552
1976M05,35,104,80,82,53,824.527832,22.72,1512,483,7449.4,4850,774,126.92,160,4.48845
1976M06,35,100,80,82,53,804.6862793,22.72,1550,476,7766.9,4850,750,125.71,163.54,4.81173
1976M07,35,120,85,82,55,903.8942871,22.72,1647,509,8496.6,4850,776,117.73,171.12,4.7606
1976M08,35,125,93,82,53,939.1682129,22.72,1539,483,8084.3,4850,741,109.93,156.15,4.2766
1976M09,35,140,100,82,53,996.4882813,22.72,1459,481,7960.9,4938,712,114.15,158.24,4.3035
1976M10,35,128,93,82,55,947.9865723,22.72,1285,465,7971.9,5313,639,116.15,157.9,4.2195
1976M11,35,115,86,82,54,947.9865723,22.72,1279,459,8121.8,5313,604,130.46,156.83,4.3533
1976M12,35,113,83,82,53,974.4421387,22.72,1287,478,8399.6,5313,642,133.93,151.99,4.3601
1977M01,140,130,95,115,54.5,1058.217529,23.06,1396,560,9486.5,5313,692,132.26,154.55,4.4192
1977M02,142.5,133,95,100.5,54.5,1078.059082,23.06,1426,648,10227.2,5313,703,136.24,161.27,4.5325
1977M03,123.5,137,99,100.5,54.5,1082.468506,23.06,1515,703,10372.7,5313,719,148.23,162.99,4.8653
1977M04,44,134,98,109.5,54.5,1082.468506,23.06,1429,648,9596.7,5187,655,149.17,160.74,4.79
1977M05,44,129,92,116.1,54.3,1082.468506,23.06,1371,661,9843.6,5282,611,146.61,156.55,4.6998
1977M06,40.75,133,96,120,55,1102.310059,23.06,1312,567,9627.6,5313,542,140.78,150.36,4.4815
1977M07,37.5,133,95,123.125,55,1170.65332,23.06,1248,562,10416.8,5313,542,143.39,149.57,4.5323
1977M08,31.2,143,104,129.6,55.1,1183.880859,23.06,1160,551,11309.7,5313,520,144.94,148.86,4.4732
1977M09,34.5,148,108,132.5,56.625,1183.880859,23.06,1195,582,11157.6,5313,518,149.53,150.33,4.538
1977M10,34.5,138,107,131,57.5,1203.722412,23.06,1210,615,12153.8,4586,511,158.95,157.62,4.7586
1977M11,34.5,123,93,137,56,1236.791748,23.06,1182,633,12676.6,4586,525,162.1,169.67,4.8258
1977M12,34.5,128,93,134.3333333,56,1261.042725,23.06,1261,686,12784.6,4586,538,160.45,177.35,4.7168
1978M01,28,138,98,133,56,1316.158203,21.45,1261,664,12121,4586,518,173.18,201.73,4.9238
1978M02,28,138,93,134.75,56,1320.567383,21.45,1217,582,12149.7,4586,478,178.14,224.41,4.9607
1978M03,28,137,97,134.5,56,1298.52124,21.45,1254,582,11422.1,4586,507,183.61,226.78,5.2731
1978M04,31.375,131,97,134,56,1258.838135,21.45,1285,573,11005.5,4696,553,175.28,214.09,5.1672
1978M05,32.5,128,93,130.8,56,1236.791748,21.45,1303,545,11704.3,4696,562,176.31,232.73,5.1337
1978M06,32.5,130,92,132.5,56,1247.814941,21.45,1333,570,12356.9,4645,578,183.75,244.96,5.3288
1978M07,32.5,137,95,142,57,1289.702637,21.45,1337,582,12414.2,4586,584,188.73,245.64,5.3613
1978M08,32.5,143,102,142.5,58.5,1320.567383,21.45,1426,639,12994.5,4586,618,206.3,267.35,5.5361
1978M09,32.5,151.5,105.5,134.625,63.125,1382.296631,21.45,1442,693,13889.1,4586,634,212.08,269.34,5.5884
